"","Gene.ID","logFC","P.Value"
"Os.7655.1.S1_a_at","4351668",0.200497581093277,0.315073282549463
"Os.51459.1.S1_at","4346136",0.0934337433395727,0.315115034539461
"Os.52023.1.S1_at","4348481",0.0110860234134895,0.315146683587035
"Os.47381.1.S1_x_at","4335962",0.0818736117988461,0.315171099231441
"OsAffx.28959.1.S1_s_at","4344346",0.0120293450718441,0.315217403728558
"Os.56266.1.S1_at","4337143",0.103501899229221,0.315231490061266
"Os.9146.1.S1_at","4330302",0.0648978047715687,0.315235073965761
"Os.18839.1.S2_at","4330774",0.0118401141178333,0.315244486966184
"Os.38391.1.A1_at","4327821",0.0653075600890096,0.315474944939331
"Os.55130.1.S1_at","4335121",0.0731161135711083,0.315589626944952
"Os.53416.1.S1_at","4329704",-0.0640565678301241,0.315596865748962
"Os.21073.1.S1_at","4336846",0.0669034148144529,0.315653842154258
"Os.54703.1.S1_at","4344289",-0.0262092581940623,0.315738948928337
"Os.55673.1.S1_at","4331582",0.0155783400072926,0.315799880740535
"Os.55411.1.S1_at","4339038",0.0160327108233074,0.315863043333218
"Os.7337.1.S2_at","4352325",0.0438803088204986,0.315904368864305
"Os.51734.2.S1_at","4330485",0.0664723814496337,0.315962063396258
"Os.5608.2.S1_at","4326745",0.0571036473903632,0.316161690846635
"Os.25510.1.S1_at","4344674",-0.0795599392282433,0.316169055688161
"Os.52868.1.S1_at","4330956",-0.0220033259405636,0.316213169843248
"Os.9762.2.S1_at","4345358",0.0146254536566919,0.316242162749922
"Os.14783.2.S1_at","4336093",0.0131739074174497,0.316263516676383
"Os.27547.3.A1_at","4324853",-0.0182461310107258,0.316340772532489
"Os.37253.1.S1_at","4325369",0.0150164436768012,0.316351601444014
"Os.57500.1.S1_x_at","4323850",0.0114190682629371,0.31638002020604
"Os.54437.1.S1_at","4347666",0.0938121843520126,0.316406447570056
"Os.6381.1.S1_at","4346042",0.0910493947861521,0.316571402546703
"Os.32557.1.S1_s_at","4324413",0.183846987845661,0.316628165111635
"Os.12161.1.S1_at","4324245",-0.040753763533246,0.3166369445572
"Os.51828.2.S1_at","4337660",0.0351561967308376,0.316642070231602
"Os.11007.1.S1_at","4352424",0.107417389771749,0.316643477345743
"Os.38864.1.S1_at","4334664",0.018746056910004,0.316648453314422
"Os.54495.1.S1_at","4346548",0.0124202111173428,0.316658054696262
"Os.52060.1.S1_at","4329157",-0.12844131176062,0.316659226251826
"Os.5502.1.S1_at","4334386",0.0439018043078612,0.316723697982218
"Os.21286.1.S1_at","4345386",-0.116799186802127,0.31679612664625
"Os.11782.1.S1_at","4329630",-0.0970795708025101,0.316803882931571
"Os.19296.1.S1_at","4341379",0.0323842163903825,0.316857326711726
"Os.57391.1.S1_at","4347209",0.01686353373205,0.316989044979578
"Os.53740.1.S1_at","4350020",0.0502426743077913,0.316990670880486
"Os.36319.1.S1_at","4327393",0.0951408767396678,0.317183051319861
"Os.27598.2.S1_at","4332392",0.0131742829959518,0.317254404515544
"Os.34273.1.S1_at","4325823",0.0142817985194785,0.317470579258638
"Os.56244.1.S1_at","4345908",0.0167083410773823,0.317486510864968
"Os.52206.1.S1_at","4337925",0.0534210340035539,0.317547705998166
"Os.22824.1.A1_at","4330402",0.0861289612125447,0.317605438076265
"Os.54243.1.S1_at","4323925",-0.191434890028436,0.317606692855707
"Os.50509.1.S2_at","4352350",0.0104262772355455,0.31761667581364
"Os.6811.1.S1_at","4324142",0.0867573731754803,0.317638889423678
"Os.26481.1.S1_at","107278765",0.0537829889570602,0.317703150704606
"Os.37303.1.S1_at","4344287",0.153275811747457,0.317708337880425
"Os.16927.1.S1_at","4331065",0.065934487162707,0.317787054197416
"Os.3545.1.S1_at","4340283",-0.096802689427296,0.317806140301956
"Os.52218.1.S1_x_at","4343831",-0.193140191650244,0.317842521882571
"Os.52219.1.A1_at","4328249",-0.0272856087621474,0.31812290727101
"Os.55055.1.S1_at","4352834",-0.186955280951949,0.318153128797461
"Os.51941.1.S1_s_at","4333032",0.106273072526003,0.318184748089055
"Os.27684.1.S1_at","4327511",-0.197220173809498,0.318274830776272
"Os.24161.1.A1_at","4329089",0.211756907584328,0.31840721122396
"Os.53021.1.S1_at","4349847",0.172512213366155,0.318434287553856
"Os.9839.1.S1_at","4335864",-0.0938822296277042,0.318577413012755
"Os.4020.1.S1_at","4347977",0.0718486664622189,0.318584663249638
"Os.3033.1.S1_at","4348891",0.0507654098152912,0.318606072590078
"Os.48959.1.S1_at","4332740",-0.0597959946228528,0.318641713601308
"Os.52549.1.S1_at","4350039",0.112250645825592,0.318867271740956
"Os.31403.1.S1_at","4327161",0.0188148792933176,0.318927264288447
"Os.27569.1.S1_a_at","4352245",0.269678212925795,0.318974237922688
"Os.49796.1.S1_at","4336861",0.0532389817681826,0.319008581972392
"Os.17275.1.S1_at","4339093",0.0775969825583145,0.319011426924914
"Os.37200.1.S1_at","4344079",-0.0769012502835036,0.319049279118145
"Os.57410.1.S1_at","4338392",0.0123759723119279,0.31910330342068
"Os.16187.1.S1_at","4328641",-0.191663379079835,0.319291084679599
"Os.46857.2.S1_x_at","4349507",0.0366785278397814,0.319324831080098
"Os.32022.1.S1_at","4343609",-0.147888048386884,0.319347811606866
"Os.5324.1.S1_at","4336455",-0.0673778094851076,0.319503664891142
"Os.49968.1.S2_at","4345851",-0.114590539599551,0.319519569523269
"Os.32331.1.S1_at","4345959",0.0325109799955157,0.319551141830738
"Os.53066.1.S1_x_at","4327597",0.0143516864247406,0.31956902127495
"Os.11895.1.S1_at","4328288",0.125493034139575,0.319581524609274
"Os.45923.1.S1_at","4324568",-0.133413150457803,0.319595247118518
"Os.54326.1.S1_at","4344889",-0.0135924718448153,0.319619212304051
"Os.17701.1.S1_x_at","9270029",-0.0563481659917819,0.319636286388352
"Os.42729.1.S1_at","4326815",0.0202801344547732,0.319655659483179
"Os.11099.2.S1_x_at","4342688",-0.0767889914854876,0.319668802977895
"Os.7337.1.S1_at","4352325",-0.120609955654785,0.319744784211064
"Os.5721.1.A1_at","4341522",0.0186784820685988,0.319777254756654
"Os.11947.1.S1_a_at","4350081",-0.0511566924012961,0.31983586035549
"Os.46465.1.S1_a_at","4348619",0.0270468347600317,0.319843990626343
"Os.16852.1.S1_at","4347787",-0.128546748051564,0.319887476598284
"Os.2989.1.S1_at","4349519",-0.085103711525127,0.320042909839778
"Os.53170.1.S1_at","4345193",-0.253893334696226,0.320063289631811
"Os.54236.1.S1_at","4329546",0.0545123335231743,0.320075680278064
"Os.50414.1.S1_at","4345493",0.021775648623569,0.320232309231248
"Os.30828.1.S1_at","4327875",-0.00973549330437828,0.320302517615246
"Os.50138.1.S1_at","4344142",0.0104930455737358,0.320309602020436
"Os.7497.1.S1_at","4329017",-0.0953613569243181,0.320316303542527
"Os.51412.1.S1_at","4347976",0.0222068239471742,0.320467248416372
"Os.3082.1.S1_at","4349278",-0.0573730225017517,0.320481205022087
"Os.7433.1.S1_at","4339785",-0.189891695641818,0.320514498450696
"Os.22481.1.S1_at","4350648",0.028143847382152,0.32063622198766
"Os.34727.1.S1_at","4327275",0.0131616828312464,0.3206769690563
"Os.42475.1.S1_at","4327395",0.0590312410101896,0.3207669191516
"Os.35704.2.S1_at","4327580",0.160142573406779,0.320915136375821
"Os.53740.1.S1_s_at","4350020",0.0138380598373602,0.320950811322949
"Os.23221.1.A1_at","4352005",-0.0534931946646546,0.320984101289702
"Os.26049.1.S2_at","4345430",-0.0439525004536132,0.320995246109194
"Os.9774.1.S1_at","4350611",-0.0791191249433503,0.321001794514147
"Os.55729.1.S1_at","4339543",0.0225067444652884,0.321060037660594
"Os.53176.1.S1_at","4329322",-0.194948931272307,0.321086706089579
"Os.54711.1.S1_at","4329688",-0.0262505629847709,0.321115307550731
"Os.51913.1.S1_at","4339519",0.0293575821767753,0.32119766600211
"Os.53507.1.S1_at","4328169",-0.0714750425491602,0.321223980739614
"Os.22946.1.S1_at","4342071",-0.182791838741545,0.321292931904932
"Os.23511.1.S1_at","4338721",0.0136576261387065,0.321359783656981
"OsAffx.13628.1.S1_at","4334960",0.0368172368122579,0.321377963377036
"Os.11045.1.S1_s_at","4337927",0.158822985235766,0.321402048026771
"Os.47518.1.A1_at","9268548",0.0182445514286558,0.321416951142449
"Os.51767.1.S1_at","4351337",0.0848591494107347,0.32147329560758
"Os.17730.1.S1_at","4330015",0.072990484792518,0.321485323387377
"Os.21638.2.S1_at","4324187",0.0301446456090351,0.321545208934544
"Os.49394.1.S1_at","4351633",0.058378455072857,0.321546341886325
"Os.39470.1.A1_x_at","4332665",0.112172334782546,0.321574329599155
"Os.34163.1.S1_at","4324521",0.2673197407136,0.321659540763414
"Os.8868.2.A1_at","4349196",0.102257593771387,0.321663273455863
"Os.14655.1.S1_x_at","4351467",0.136837752329871,0.321675034360186
"OsAffx.28201.1.S1_s_at","4337663",-0.0738328411343847,0.321688838247208
"Os.2350.1.S1_at","4326595",0.0779838687677241,0.321920582357473
"Os.51453.1.S1_x_at","4333165",-0.232654836289392,0.321921354026476
"Os.55053.1.S1_at","4347980",-0.0601576213482606,0.321937922792445
"Os.54363.1.S1_at","4341742",0.0137445231128632,0.32198656999232
"Os.55381.1.S1_at","4332768",0.0104394542164092,0.322058054461226
"Os.19406.1.S1_at","4340320",-0.06437147180519,0.322088562957958
"Os.11185.1.S1_a_at","4328999",-0.0570627848515066,0.322140735056502
"Os.8748.1.S1_at","4335689",-0.083866461290711,0.322167724126517
"Os.51352.1.S1_at","4336481",0.0176857518520084,0.322310851557836
"Os.9597.1.S1_at","4337245",0.217984140299224,0.322313705233955
"Os.55374.1.S1_s_at","4329439",0.0396773057037212,0.322376732217454
"Os.55753.1.S1_x_at","4328614",-0.210729963946163,0.322437910495085
"Os.18241.1.S1_at","107278650",-0.101952321755191,0.322482093751231
"Os.9623.1.A1_at","4329305",0.01769099133258,0.322496325667554
"Os.7910.1.S1_at","4339927",0.0434536222618891,0.322541656907616
"Os.50979.1.S1_at","4345540",0.01163646344187,0.322587986863535
"Os.57120.1.S1_at","4343346",0.137122454799124,0.322591693064046
"Os.30148.1.S1_at","4324611",-0.0443365525988284,0.322607445265397
"Os.6377.1.S1_at","4325908",0.0437176979352696,0.322741928308716
"Os.11042.1.S1_at","4338970",-0.0317691305276,0.322882022535805
"Os.29067.2.S1_at","4327013",0.0148515129621303,0.322894584819425
"Os.49200.2.S1_at","4343350",0.0869936433424292,0.323039600100752
"Os.17914.1.S1_at","9270000",-0.101380590960806,0.323077918305698
"Os.18654.2.S1_at","9268297",-0.111918964657375,0.323342426674638
"Os.53597.1.S1_at","4336915",-0.0221041688198591,0.323385480136783
"Os.7853.3.S1_x_at","4327625",-0.202249609489512,0.323392020348478
"Os.53336.1.S1_at","4349257",0.047458568767242,0.323409638660989
"Os.7123.2.S1_at","9271199",0.0412321682549748,0.323523091863348
"Os.54237.1.S1_at","4348040",0.0138894727635539,0.323646197521091
"Os.54981.1.S1_at","4347138",0.0134938645968814,0.323672220751237
"Os.1811.1.S1_at","4330902",-0.0649250562333021,0.323709692940234
"Os.11054.1.S1_at","4343169",-0.0679894137950772,0.323825650893211
"Os.54913.1.S1_at","4331965",0.0220467084064917,0.323874199308571
"Os.26705.1.S2_at","4343684",-0.0739803822980099,0.323901552704163
"Os.47315.1.S1_x_at","4333597",0.046802282156631,0.323930992225423
"Os.27454.1.S1_x_at","4342173",0.112439929820437,0.323942782184683
"Os.20204.3.S1_a_at","4328720",0.0192910304953897,0.32397526173792
"Os.28465.1.S1_at","4344319",-0.250972107320294,0.324012650610823
"Os.57480.1.S1_at","4343796",0.251706295804594,0.324016981035471
"Os.31634.1.S1_at","4325931",0.126434528628459,0.324069556781369
"Os.5514.1.S1_at","4337301",-0.0529359403950789,0.324118050758734
"Os.28429.1.S2_at","4352347",0.0131142628767411,0.324122237661252
"Os.34226.1.S2_at","4324960",-0.164333430658369,0.324146693626715
"Os.19194.1.S1_at","4331798",0.063067057281641,0.32434719858034
"Os.139.1.S1_at","4341966",-0.0715224042372338,0.324379047981855
"Os.56051.1.S1_at","4332540",0.0222276943107307,0.324379767061574
"Os.28089.1.S1_at","4348626",0.282871133731415,0.324385188777952
"Os.16500.1.S1_at","4325437",-0.0225011999705935,0.324402218168808
"Os.17691.1.S1_at","4345756",-0.0419381223870054,0.324410867131182
"Os.54636.1.S1_at","4324291",0.319057147847634,0.324422773269453
"Os.31693.2.S1_at","4324389",-0.0739203822997379,0.324500736044787
"Os.47947.1.A1_at","4345844",0.10495919006739,0.324518321635542
"Os.54030.1.S1_at","4347548",0.0277490619297454,0.32454634581953
"Os.54572.1.S1_at","4326275",0.0169411265007429,0.324617871524038
"Os.52035.1.S1_at","4325006",0.0142106071294967,0.324660779818015
"Os.46486.1.S1_at","4349232",0.0967692660191655,0.324685137506473
"Os.14302.1.S1_s_at","4337434",-0.0940612009022406,0.324712626651382
"Os.4868.1.S1_at","4324047",-0.0706799797051492,0.324712901380708
"Os.46454.1.S1_at","4349306",0.0200583311032423,0.324809966821212
"Os.49968.2.S1_x_at","4345851",-0.0890347017772508,0.324810613232147
"Os.54478.1.A1_at","4335718",0.0103156129742472,0.32489726962972
"Os.6742.1.S1_at","4325442",-0.0528071849739113,0.324927138493198
"Os.50648.1.S1_at","4341663",0.138734912375633,0.325008833560691
"Os.52284.2.S1_x_at","4329708",-0.212663082554446,0.325058942402337
"Os.49389.1.S1_x_at","4350681",0.0884959395958944,0.325097232423765
"Os.51179.1.S1_at","4351010",0.198507385908629,0.325424908993587
"Os.27552.2.S1_at","4344709",-0.104811692305224,0.325444088986326
"Os.36245.1.A1_at","4323961",-0.0278810871397641,0.325461507010203
"Os.4887.1.S1_at","4350129",0.0145766809070849,0.325471485696065
"Os.38179.2.S1_at","4352790",-0.116652492969996,0.325549954202549
"Os.4894.1.S1_a_at","4338920",0.103799970598087,0.325573917166697
"Os.31504.1.S1_at","4334182",0.0139943407323542,0.325591665083432
"Os.22915.1.S1_at","4347801",0.0596268876158952,0.325603133514359
"Os.46567.1.S1_at","4348158",0.129862651928131,0.325658190763478
"Os.48104.1.A1_s_at","4334112",-0.0828066114457968,0.325819282894942
"Os.24829.1.A1_at","4333673",0.0120455400482453,0.325841269778044
"Os.170.2.S1_at","4325067",0.0312585369780334,0.326135881763282
"Os.54060.1.S1_at","4328434",0.0719873192005611,0.326142928607518
"Os.47983.1.A1_at","4336031",-0.17680131219143,0.326195148299096
"Os.6706.1.S1_at","4327020",0.0846393576750812,0.326330285778295
"Os.30977.1.S1_at","4334435",0.105695670486327,0.326348066905324
"Os.47719.1.S1_at","4327209",0.0502350219824197,0.326348713803483
"Os.46377.1.S1_at","4326652",-0.0704361745311992,0.326464099478281
"Os.12713.1.S1_at","4340892",0.0454063271655514,0.326499845073953
"Os.10323.1.S1_at","4344773",0.0241495643838014,0.326511267217768
"Os.11863.1.S1_x_at","4336259",-0.122055817696147,0.326667872207004
"Os.34913.1.S1_at","4325140",0.14965216281712,0.32672630370068
"Os.46719.1.S1_at","4348166",0.042041046661498,0.326747280221761
"Os.56209.1.S1_at","4345648",-0.0280352152267263,0.326949932205044
"Os.12316.1.S1_at","4352894",-0.0471099474638592,0.327008027944254
"Os.27979.1.S1_at","4333869",-0.084816946807031,0.327175002086185
"Os.12841.1.S1_at","4351998",-0.0286181906358536,0.327176717464755
"Os.39055.1.A1_at","4342124",0.139149454085474,0.327195186366284
"Os.53330.1.S1_at","4331413",-0.0533233698412046,0.327225934126758
"Os.8190.1.S1_at","4324629",-0.0320145228968922,0.327240139052598
"Os.49087.1.A1_at","9271043",0.0786231044876597,0.327297595524103
"Os.9281.1.S1_at","4346121",0.0830695049536576,0.327307834460951
"Os.22619.1.S2_at","4335873",0.0115017157322828,0.327312821846708
"Os.52977.1.S1_at","4331905",-0.0566396765383317,0.327317385345369
"Os.56962.1.S1_at","4338266",-0.0276375484959921,0.327472334910306
"Os.25677.1.S1_at","4333062",0.0549081422547975,0.327606600779591
"Os.23146.2.A1_at","4347271",0.0102166772607619,0.327723170153857
"Os.49225.1.S1_at","4346183",-0.0416157299771682,0.327793159133501
"Os.8481.1.S1_a_at","4332190",-0.231634912016409,0.327801647630665
"Os.5503.2.S1_at","4333651",-0.0298770503077885,0.327818192620752
"Os.8149.1.S1_at","4330349",-0.0545991637479508,0.327859342106018
"Os.53202.1.S1_at","4331090",0.0127316204327599,0.327872438926969
"Os.53401.1.S1_at","4342597",-0.0361548896137447,0.327889983984696
"Os.57480.1.S1_x_at","4343796",-0.142260843516931,0.328277133216016
"Os.15239.1.S1_at","4344971",-0.104161897774704,0.328333162793865
"Os.53112.1.S1_at","4330375",0.135219252612419,0.32851554657542
"Os.19844.1.S1_at","4334346",-0.0879927448649216,0.328659768417282
"Os.11632.1.S1_at","4346175",-0.0374740092859067,0.32874535598614
"Os.50363.1.S1_at","4344725",0.0599729862965024,0.328804479536044
"Os.52328.1.S1_x_at","4334569",0.0114724466192957,0.328865240346422
"Os.54959.1.S1_at","4333691",0.0771134483784,0.32894572209244
"Os.8335.2.S1_at","4352932",0.0236201706173449,0.328993009896189
"Os.50007.1.S2_at","4339006",0.0285334886470245,0.329013389399327
"Os.46821.1.S1_at","4348806",0.017412657554118,0.329108457499372
"Os.16663.1.S1_at","4348453",0.0158113907976127,0.329186022448721
"Os.23048.1.S1_at","4328375",0.0835218975501242,0.329326264810964
"Os.46795.1.S1_at","4348892",0.233573922698805,0.329416097042017
"Os.18272.1.S1_x_at","4327677",-0.06623936022745,0.329469918313379
"Os.1563.1.S1_at","4326970",0.0333159767566933,0.329540307571087
"Os.36472.2.S1_at","4334633",0.0798520150604851,0.329590811822458
"Os.21320.1.S1_at","4335974",-0.147360955077105,0.329598629932286
"Os.5646.1.S1_at","4347131",0.0129260359477117,0.329624905379933
"Os.49633.1.S1_at","4344594",-0.0411846849575981,0.329700137547159
"Os.5900.1.S1_at","4330236",0.0716559078547849,0.329808336795182
"Os.27298.1.S2_at","4345615",0.0422064948620422,0.329847880132621
"Os.33687.1.S1_at","4323902",0.110825737645213,0.329957905503192
"Os.5139.2.S1_at","9272401",-0.191869471501315,0.32997622758687
"Os.29932.2.S1_x_at","4324101",0.0246681962583621,0.329980857531278
"Os.52088.1.S1_at","4328744",0.0144253366910143,0.330095783841288
"Os.27950.1.S2_a_at","4330237",-0.0629799847519443,0.330108605647988
"Os.55371.1.S1_at","4330496",0.0916861491426788,0.330146943062905
"Os.54187.1.A1_at","4328161",0.0144975007247514,0.33027197236608
"Os.57218.1.S1_at","4338753",0.0105053627622653,0.330341781158656
"Os.11985.1.S1_a_at","4349501",0.13214389050655,0.33036203227465
"Os.3388.1.S1_x_at","4336407",0.144446047370724,0.330398150541488
"Os.57046.1.S1_s_at","9268736",-0.234426686584109,0.330482303060359
"Os.18224.1.S1_at","4341389",0.048196308304207,0.330482835475869
"Os.52451.1.A1_at","4347266",-0.0739886191693468,0.330562518092352
"Os.54580.1.S1_at","4347233",0.0753721895083448,0.330615193250274
"Os.19086.1.S1_at","4324354",-0.190522161106851,0.330647660319379
"Os.23628.1.A1_at","4348930",-0.0551033265069352,0.330762197526965
"Os.55396.1.S1_at","4352711",0.0219899351994775,0.330804797930518
"Os.45019.1.S1_at","4332937",-0.101423139484746,0.330814464528036
"Os.50525.1.S1_at","4345682",-0.249859191874631,0.330840482646046
"Os.24483.1.A1_s_at","4339332",-0.106401155475661,0.330940780760191
"Os.54541.1.S1_at","4328853",0.0657260221843585,0.330956895453557
"Os.43185.1.S1_at","4346037",0.0137088047714866,0.331094172239502
"Os.55137.1.S1_at","4330215",0.0159267594254922,0.331120781231711
"Os.2256.1.S1_at","4338063",-0.0505649504026953,0.331146630418845
"Os.27004.1.A1_at","4329223",0.0103606329346508,0.331189583819492
"Os.51843.2.S1_at","4337352",0.0358623085685847,0.331198021880464
"OsAffx.16738.1.S1_at","4344193",0.0101690935569696,0.331258921380657
"Os.17676.1.S1_at","4344355",-0.0725338990680839,0.331310499983266
"Os.53581.1.S1_at","4347744",0.174122808020561,0.331323985397154
"Os.46814.1.S1_at","4348365",-0.0722284743339645,0.331644524630009
"Os.8696.1.S1_at","4344513",-0.088205150571059,0.331665106678707
"Os.5477.1.S1_at","4332033",-0.158001844427875,0.331670004610186
"Os.55881.1.S1_at","4324293",0.142260664272429,0.331719320396457
"Os.7254.1.S1_at","4338281",0.0998825923646045,0.331734584896324
"Os.2618.1.S1_at","4325511",0.0389534528205768,0.331769666949284
"Os.51104.1.S1_at","4341820",-0.0286991900296631,0.331814123544055
"Os.55517.1.S1_x_at","4337055",0.0112436730026637,0.331955251222112
"Os.6899.2.S1_x_at","4324264",-0.183797150801478,0.331985226620765
"Os.51638.1.S1_s_at","4347132",0.0719295681948413,0.331996154052487
"Os.46564.1.S1_at","4348076",0.0536384700040058,0.332013062352385
"Os.14772.1.S1_x_at","4344175",0.028158517498599,0.332071306658912
"Os.14049.1.S1_at","4349156",-0.0502291126641303,0.332250064545184
"Os.27631.1.S1_at","4325056",-0.0273460040840154,0.33226946483749
"Os.7243.1.S1_s_at","4344712",0.0908451122006095,0.332308805740139
"Os.46730.1.S1_at","4348065",0.0122479022141539,0.332367998252406
"Os.12806.1.S1_at","4333061",-0.15295947333407,0.33243453217082
"Os.53998.1.S1_at","4327638",-0.0408163879306511,0.332445155420687
"Os.34146.1.S1_at","4334637",0.109124010792063,0.332505808557249
"Os.46068.1.S1_at","4337369",0.0153271384690132,0.332532681249779
"Os.33038.1.S1_a_at","4324694",-0.109744871076936,0.332539968651031
"Os.26606.1.S1_at","4346444",-0.0930360572974278,0.332578091417523
"Os.39672.1.A1_s_at","4351181",0.0170529677390743,0.332714432869921
"Os.11706.1.S1_x_at","4328845",0.056413153006444,0.332724913050348
"Os.9332.1.S1_at","4339876",-0.0233542123100738,0.332765640720493
"Os.54616.1.S1_at","9268333",0.156999555164295,0.332785140307206
"Os.48879.1.S1_at","9268397",-0.0898787005349035,0.332851788096927
"Os.46041.1.S1_at","4327912",0.0574827166232232,0.33305111258802
"Os.54494.1.S1_at","4351099",0.0114652739089145,0.333154380190989
"Os.31503.2.S1_at","4333139",0.0176934633817973,0.333191326828994
"Os.53799.1.S1_at","4340538",-0.0978361498211626,0.333219673481392
"Os.14702.1.S1_a_at","4324269",-0.10108759265729,0.333334320064676
"Os.18764.1.S1_at","4346290",-0.0814072975365043,0.333416467941188
"Os.7059.2.S1_x_at","4346464",-0.016228892760906,0.333470740567847
"Os.16249.1.S1_a_at","4342997",0.0762916867629073,0.333475310309978
"Os.32118.1.S1_x_at","4327877",0.0136128959852773,0.333496308083387
"Os.50641.1.S1_at","4345644",0.0173096978260689,0.333566744157263
"OsAffx.17667.1.S1_at","4346646",-0.106721980834465,0.333601132040869
"Os.53631.1.S1_at","4333573",-0.117982634274136,0.333615170074713
"Os.49084.1.S1_at","4340478",0.116287708307429,0.333767463774574
"Os.11053.1.S1_s_at","4345793",-0.0133798821274036,0.333787664484427
"Os.23051.1.A1_at","4341592",0.0932152873263012,0.333916403714541
"Os.30361.1.S1_at","4326631",0.0759881543643104,0.333971627043226
"Os.49208.3.S1_at","4335827",0.0139017127053713,0.334011861933003
"Os.27770.3.A1_a_at","4333802",-0.0317748419004644,0.334033477538078
"Os.52900.1.S1_at","9271169",0.0183370891906978,0.334122523543796
"Os.9363.1.S1_at","4336914",0.0518376358914363,0.334204100699762
"Os.53055.1.S1_at","4350579",0.0117469760723381,0.334263793857936
"Os.8490.1.S1_at","4331311///4327251",0.031049531921139,0.33429277113841
"Os.14153.3.S1_x_at","4337596",-0.0636562019596223,0.334326730239129
"Os.54049.1.S1_at","4330377",-0.0421937579085352,0.334392354061695
"Os.13479.1.S1_at","4348363",-0.0712457517056411,0.334426136558269
"Os.2692.1.S1_x_at","4342114",0.0901543315589803,0.334640198758634
"Os.8109.1.S1_a_at","4324926",-0.284728190704445,0.334644646717052
"Os.31185.1.S1_at","4327691",0.0589668032474426,0.334729687789071
"Os.50199.1.S1_at","4344622",0.126009311060542,0.33473343319054
"Os.10447.1.S1_at","9268524",-0.0489775150303249,0.33473873732757
"Os.4957.1.S1_at","4342829",0.0147523087335979,0.334753069565382
"Os.37955.1.S1_a_at","4333004",0.195836032311767,0.334946430584818
"Os.19983.2.S1_at","4328294",0.0704755450827097,0.335025970344681
"Os.55246.1.S1_at","4345961",0.0922572248410622,0.335077333039896
"Os.49265.1.S1_at","4334681",-0.0430889110690451,0.335102112831471
"Os.36698.1.S1_at","4335894",-0.0394123297218876,0.335127753024691
"Os.50307.1.S1_at","4339624",0.0845889930856867,0.335202106121314
"Os.6667.1.S1_at","4334679",-0.0936740422982165,0.335250404432211
"Os.12826.1.S1_at","4334453",-0.0615767793058524,0.335319015515182
"Os.28117.1.S1_at","4330752",0.041421583854838,0.335472205850346
"Os.54670.1.S1_at","4352562",0.0113544625250879,0.335490043998357
"Os.53948.1.S1_at","4347121",0.0175374210056924,0.335583081995699
"OsAffx.10793.1.S1_at","4345836",-0.0508049682280083,0.335607175208518
"Os.56018.1.S1_at","4339323",0.0861088041004248,0.335633160054489
"Os.51034.2.S1_at","4340442",0.178373975322121,0.33565546789669
"Os.36672.2.S1_x_at","4339875",-0.0422810434762235,0.335659764270136
"Os.57481.1.S1_x_at","4332685",0.06814674315528,0.335687819321358
"Os.12389.1.S1_x_at","4334545",-0.0445461353757413,0.335722915357107
"Os.6417.1.S1_at","4343628",0.0596897916406416,0.335723324559638
"Os.6120.2.S1_x_at","4329817",-0.0336278867162827,0.335768132431499
"Os.36147.1.S1_at","9266030",0.172619650872861,0.335785371904184
"Os.24378.1.A1_at","4344909",-0.0165965416748279,0.335794749876629
"Os.7764.1.S1_at","4340381",-0.0805807588382592,0.335815617987003
"Os.24715.2.A1_a_at","4331297",0.0541667927265763,0.335845889220956
"Os.9420.1.S1_at","4342859",-0.0643011874335873,0.335984820070016
"Os.23204.1.S1_at","4333152",0.182890866326941,0.336033535949514
"Os.31652.1.S1_at","4324082",0.0248586591943996,0.336223799191294
"Os.27385.3.S1_at","9266429",0.0411991183688629,0.336378936869093
"Os.5366.1.S1_a_at","4325062",-0.0629867116737586,0.336382847598725
"Os.51657.1.S1_at","4346334",-0.0729171783565885,0.336423500657928
"Os.9542.1.A1_at","4343199",-0.0978738608715783,0.336463211274384
"Os.46892.2.S1_x_at","4335189",0.0195233267589769,0.336487163859241
"Os.37806.1.S1_at","9269448",-0.060918453503624,0.336539504912269
"Os.36458.1.S1_at","4327701",0.0341705931088265,0.336550548947837
"Os.52173.1.S1_at","4352177",0.015298400822088,0.336577835385544
"Os.19119.1.S1_at","4330214",-0.0697517625481119,0.33668682175592
"Os.24492.1.S1_at","9270769",-0.20116563571091,0.336750465409564
"Os.12213.1.S1_at","4328103",-0.036797472997165,0.336759700176478
"Os.3277.1.S1_a_at","4349298",-0.1680389928524,0.336892198572663
"OsAffx.23180.1.S1_at","4327331",0.0239581774202549,0.336931586412705
"Os.20677.1.S1_at","4352490",-0.144329370583995,0.33713401347752
"Os.8760.1.S1_a_at","4347702",-0.0309502081762059,0.337134496403886
"Os.11543.1.S1_a_at","4326337",-0.0558184623713753,0.337192497885296
"Os.50578.2.S1_at","4350347",0.0155528792440038,0.337194345545336
"Os.23471.1.S1_at","4350295",-0.0709835741934604,0.337243504788007
"Os.37024.1.S1_s_at","4335067",0.0159426939053042,0.337247305186849
"Os.37819.1.S1_at","4352014",0.0460302983661962,0.337264215231384
"Os.52596.1.S1_x_at","4345854",0.156524995738098,0.337451564508166
"Os.11384.1.S1_at","4324818",-0.0542678425091641,0.337546532814908
"Os.53320.1.S1_s_at","9268749",-0.224840316328959,0.337570187788079
"Os.37731.1.S1_at","4334312",-0.114839781767634,0.337679052503809
